"Categoria","Linguagem | Área","Portfólio PSC","Projeto","Ação","Descrição","Objetivos","Metas | Resultados esperados","Valores | Diretrizes","Unidade","Período","Público Alvo","Subatividade","Público Previsto","Orçamento Previsto","Centros de Custo","Data de Início da Atividade","Necessita de inscrição prévia?","Data ideal para abertura de inscrições?"
"Projeto Local","[""Artes Cênicas""]","Formação em Artes","Formação e Pesquisa - Artes Cênicas","Formação em gestão cultural","O projeto Formação em Gestão Cultural capacita trabalhadores do comércio e agentes culturais de Paraty em planejamento, captação de recursos, legislação, comunicação e avaliação de projetos. Com duração de 6 meses, oferece aulas, oficinas, mentorias e produção colaborativa, fortalecendo o setor cultural e turístico local e contribuindo para a geração de renda.","Capacitar trabalhadores do comércio, seus dependentes e agentes culturais locais por meio de ações formativas voltadas à gestão de projetos culturais, com foco na elaboração, execução, prestação de contas e articulação institucional.","Oferecer curso de 40h para até 25 alunos, com acompanhamento de projetos autorais. Realizar apresentação pública ou publicação digital para troca entre participantes e dar visibilidade às iniciativas locais.","Valores: Acolhimento, Diversidade, Excelência, Sustentabilidade, Inovação
Diretrizes estratégicas: Qualificar e Fortalecer as Ações de Afirmação Institucional e Comunicação e Foco na clientela principal","[""Santa Rita""]","[""Abril"",""Maio"",""Junho"",""Julho"",""Agosto"",""Setembro""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes"",""Clientes do Sesc"",""Público em Geral""]","[""Ações formativas""]","25 alunos","R$ 91.120,00","[""ARTES CÊNICAS - AÇÕES FORMATIVAS - PSC - SANTA RITA"",""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Artes Cênicas | Sesc Santa Rita"",""COMUNICAÇÃO - PSC | Artes Cênicas | Sesc Santa Rita""]",,,
"Projeto Local","[""Memória e Patrimônio Social""]","Formação em Artes","Ações Formativas","Levantes Daqui - Introdução a preservação do patrimônio e memória","O projeto visa oferecer uma introdução aos conceitos fundamentais e ao panorama das práticas de preservação do patrimônio cultural e memória, com foco nas técnicas de restauro. Estruturado como uma iniciativa piloto, o curso pretende preparar o terreno para a implementação, em 2027, de uma formação mais ampla e contínua voltada aos ofícios e tradições do restauro. Por meio de aulas, palestras e materiais educativos personalizados, o projeto propicia a qualificação de participantes em temas essenciais para a valorização e conservação do patrimônio local, integrando teoria e prática em diálogo com as necessidades regionais.","Oferecer formação introdutória sobre preservação do patrimônio cultural para estudantes, educadores e trabalhadores do comércio, com foco na educação patrimonial, legislação, instrumentos de preservação e valorização dos bens culturais materiais e imateriais.","Realizar 8 aulas e 6 palestras para 100 participantes, com avaliação inicial e final, e elaborar material de apoio impresso e digital com conteúdo técnico acessível.","O curso prioriza trabalhadores do comércio e seus dependentes, ampliando seu acesso a conhecimentos sobre patrimônio e memória.

Utiliza recursos audiovisuais e materiais personalizados para inovar na transmissão dos saberes.

Fortalece o Sesc como referência em educação patrimonial por meio de conteúdos de qualidade e comunicação estruturada.

Atua em rede com especialistas e instituições para promover a troca de saberes em preservação e restauro.","[""Santa Rita""]","[""Abril"",""Maio"",""Junho""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes""]","[""Ações formativas"",""Educação patrimonial""]","300","R$ 98.730,00","[""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Patrimônio| Sesc Santa Rita"",""MEMÓRIA SOCIAL E PATRIMÔNIO CULTURAL - AÇÕES FORMATIVAS - PSC | SANTA RITA"",""COMUNICAÇÃO - PSC | Patrimônio| Sesc Santa Rita""]",,,
"Projeto Local","[""Artes Visuais""]","Formação em Artes","Formação e Pesquisa - Artes Visuais","Curso Livre de Desenho","Com foco na formação de longa duração, o curso livre de desenho estimula o desenvolvimento do olhar e da expressão gráfica por meio da experimentação de diferentes técnicas e linguagens. Voltado a iniciantes e pessoas interessadas em aprofundar suas práticas, valoriza o processo criativo e a construção de uma relação sensível com o ato de desenhar. Reconhecendo o desenho como um importante segmento da economia criativa, o curso amplia as possibilidades de atuação profissional e geração de renda. ","Oferecer um espaço contínuo de aprendizado em artes visuais estimulando a expressão individual, a criatividade e o repertório artístico de comerciários, dependentes e demais públicos interessados.","Oferecer turmas regulares, garantindo 60% de comerciários e dependentes e realizar mostra dos trabalhos ao fim de cada ciclo formativo.","Acolhimento
Inovação","[""Caborê""]","[""Maio"",""Junho"",""Julho"",""Agosto"",""Setembro"",""Outubro"",""Novembro"",""Dezembro""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes"",""Clientes do Sesc"",""Público em Geral""]","[""Ações formativas""]","100 alunos","R$ 172.000,00","[""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Artes Visuais| Sesc Cabore"",""ARTES VISUAIS - AÇÕES FORMATIVAS - PSC - CABORÊ"",""ARTES VISUAIS - EXPOSIÇÃO - PSC - SANTA RITA""]","05/05/2026",,"10/04/2026"
"Projeto Local","[""Artes Visuais""]","Formação em Artes","Formação e Pesquisa - Artes Visuais","Curso Livre de Cerâmica","Voltado à iniciação e capacitação técnica no universo da cerâmica, o curso propõe a exploração das múltiplas possibilidades do material, tanto em seu uso utilitário quanto artístico. A ação sistemática busca aproximar a comunidade de um segmento relevante da economia criativa, promovendo autonomia e expressão. ","Estimular a expressão artística e o desenvolvimento de habilidades técnicas por meio da prática da cerâmica, oferecendo espaço formativo acessível a comerciários, dependentes e demais interessados, com ênfase na experimentação e na fruição estética.","Oferecer turmas regulares de iniciação à cerâmica, com 60% de clientela preferencial, e realizar mostra final para valorizar e compartilhar os trabalhos criados.","Acolhimento
Inovação
Foco na clientela preferencial ","[""Caborê""]","[""Agosto"",""Setembro"",""Outubro"",""Novembro"",""Dezembro""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes"",""Clientes do Sesc"",""Público em Geral""]","[""Ações formativas""]","30 alunos","R$ 145.680,00","[""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Artes Visuais| Sesc Cabore"",""ARTES VISUAIS - AÇÕES FORMATIVAS - PSC - CABORÊ"",""COMUNICAÇÃO - PSC | Artes Visuais| Sesc Cabore""]",,,
"Projeto Local","[""Artes Visuais""]","Formação em Artes","Formação e Pesquisa - Artes Visuais","Entre: Arte","Oficinas que acompanham as exposições realizadas ao longo do ano no Sesc Paraty. Ministradas por profissionais convidados, as oficinas envolvem atividades práticas e reflexivas que incentivam a criatividade, o pensamento crítico e o diálogo com as obras em exibição. As ações funcionam como espaços acessíveis de aprendizado e experimentação para todos os públicos. ","Oferecer oficinas práticas e reflexivas em diálogo com exposições em cartaz no PSC, promovendo o acesso às artes visuais contemporâneas e ampliando os repertórios estéticos e críticos dos participantes, especialmente da clientela preferencial.","Realizar 4 oficinas ligadas às exposições, priorizando escolas, grupos comunitários e instituições sociais, com ao menos 60% de participação de comerciários ou dependentes.","Acolhimento
Inovação
Foco na clientela preferencial","[""Caborê""]","[""Junho"",""Agosto"",""Novembro""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes"",""Clientes do Sesc"",""Público em Geral""]","[""Ações formativas""]","60 alunos","R$ 89.400,00","[""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Artes Visuais| Sesc Cabore"",""ARTES VISUAIS - AÇÕES FORMATIVAS - PSC - CABORÊ"",""COMUNICAÇÃO - PSC | Artes Visuais| Sesc Cabore""]",,,
"Projeto Local","[""Artes Visuais""]","Formação em Artes","Formação e Pesquisa - Artes Visuais","Oficinas de Férias","Durante os meses de janeiro, julho e dezembro, oferecendo uma programação diversificada para crianças e jovens. Com atividades lúdicas em técnicas como pintura, desenho, escultura, colagem e fotografia, estimulando a criatividade, a expressão artística e a convivência. Criam um ambiente inspirador, onde os participantes exploram talentos, trocam experiências e vivenciam um período de férias com significado cultural e educativo. ","Oferecer uma programação lúdica e formativa nos períodos de férias escolares, promovendo o acesso à cultura, ao lazer criativo e ao convívio coletivo entre crianças, adolescentes e suas famílias, com atenção aos dependentes de trabalhadores do comércio.","Realizar oficinas em janeiro, julho e dezembro, atendendo ao menos 60 participantes ao longo do ano, priorizando famílias comerciárias.","Acolhimento
Inovação
Foco na clientela preferencial ","[""Caborê""]","[""Janeiro"",""Julho"",""Dezembro""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes"",""Clientes do Sesc"",""Público em Geral""]","[""Ações formativas""]","60 pessoas","R$ 52.300,00","[""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Artes Visuais| Sesc Cabore"",""ARTES VISUAIS - AÇÕES FORMATIVAS - PSC - CABORÊ"",""COMUNICAÇÃO - PSC | Artes Visuais| Sesc Cabore""]",,,
"Projeto Local","[""Artes Visuais""]","Formação em Artes","Formação e Pesquisa - Artes Visuais","Ateliê Aberto","O Ateliê Aberto oferece atividades artísticas para o público espontâneo, com acesso livre e autonomia. Realizado semanalmente, o projeto propicia a investigação e a descoberta, promovendo um ambiente educativo, acolhedor e de trocas entre os participantes. A proposta incentiva o uso criativo de diferentes materiais e linguagens, contribuindo para a iniciação artística. ","Oferecer um espaço acessível para práticas livres em artes visuais, incentivando a inovação, a troca de saberes e o desenvolvimento da criatividade, com atendimento contínuo à clientela preferencial e ao público espontâneo.","Espaço aberto aos sábados para público geral, monitorando a frequência e o perfil dos participantes, buscando engajamento qualificado da clientela prioritária e ampliação do vínculo com o PSC.","Acolhimento
Inovação
Foco na clientela preferencial ","[""Caborê""]","[""Agosto"",""Setembro"",""Outubro"",""Novembro"",""Dezembro""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes"",""Clientes do Sesc"",""Público em Geral""]","[""Ações formativas""]","300 participantes","R$ 78.320,00","[""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Artes Visuais| Sesc Cabore"",""ARTES VISUAIS - AÇÕES FORMATIVAS - PSC - CABORÊ"",""COMUNICAÇÃO - PSC | Artes Visuais| Sesc Cabore""]",,,
"Projeto Local","[""Artes Visuais""]","Formação em Artes","Formação e Pesquisa - Artes Visuais","Residência Artística","Como parte do projeto Arte Sesc, promovido pelo Departamento Nacional, a residência artística propõe um espaço de criação, intercâmbio e experimentação voltado à produção contemporânea no contexto latino-americano. A residência favorece o diálogo entre linguagens e o compartilhamento de repertórios culturais, incentivando processos colaborativos e a construção de redes que contribuam para a valorização da diversidade e da complexidade do imaginário latino-americano. ","Ampliar o acesso do público local a processos artísticos contemporâneos por meio da realização de residência artística vinculada ao circuito Arte Sesc, promovendo a mediação cultural, o diálogo com a cidade e o fortalecimento do vínculo com a clientela preferencial.","Realizar residência com duração mínima de 15 dias. Ampliar o envolvimento do público comerciário e seus dependentes por meio de visitas mediadas e registros avaliativos da experiência.","Acolhimento
Inovação
Foco na clientela preferencial","[""Caborê""]","[""Agosto"",""Setembro""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes"",""Clientes do Sesc"",""Público em Geral""]","[""Ações formativas""]","30 pessoas","R$ 22.000,00","[""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Artes Visuais| Sesc Cabore"",""ARTES VISUAIS - AÇÕES FORMATIVAS - PSC - CABORÊ"",""COMUNICAÇÃO - PSC | Artes Visuais| Sesc Cabore""]",,,
"Projeto Local","[""Memória e Patrimônio Social"",""GEL""]","Formação em Artes","Ações formativas","Educação Patrimonial e Turismo Social","O projeto Educação Patrimonial e Turismo Social é uma iniciativa que transforma o patrimônio cultural e a biodiversidade de Paraty em experiências educativas e turísticas que promovem pertencimento, inclusão e uso sustentável do território. Em 2026, as ações conectam os resultados dos levantamentos patrimoniais realizados pelo do Sesc, em materiais educativos e ações formativas orientados ao turismo social e à educação patrimonial com foco no público comerciário e seus dependentes. Essa estratégia integra memória social, saberes tradicionais e ações socioambientais, posicionando o Sesc como agente articulador e inovador na promoção da diversidade, sustentabilidade e do bem-estar dos trabalhadores do comércio e suas comunidades.","Transformar o patrimônio cultural de Paraty em eixo estruturante para ações educativas e de turismo social, promovendo o pertencimento e a valorização do território entre comerciários, estudantes e moradores locais, com base nos levantamentos do projeto Levantes Daqui.","Elaboração e impressão de material educativo, junto a formação para mediadores de turismo social. Realizar 4 ações educativas com escolas e instituições culturais.","Foco na Clientela Preferencial – Prioriza trabalhadores do comércio e seus dependentes como protagonistas das ações educativas e turísticas.

Atuação em Rede – Conecta comunidades tradicionais, instituições culturais e parceiros locais para criar experiências colaborativas.

Sustentabilidade – Fortalece práticas sociais e ambientais que garantem a preservação do território e das culturas locais.

Qualificar e Fortalecer as Ações de Afirmação Institucional e Comunicação – Posiciona o Sesc como referência em turismo social e educação patrimonial por meio de ações visíveis e de impacto.

Valores: Acolhimento; Sustentabilidade; Diversidade; Excelência, Inovação
","[""Santa Rita""]","[""Setembro"",""Outubro"",""Novembro""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes""]","[""Educação patrimonial"",""Ações formativas"",""Conteúdo multimídia""]","350","R$ 293.650,00","[""MEMÓRIA SOCIAL E PATRIMÔNIO CULTURAL - AÇÕES FORMATIVAS - PSC | SANTA RITA"",""COMUNICAÇÃO - PSC | Patrimônio| Sesc Santa Rita"",""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Patrimônio| Sesc Santa Rita""]",,,
"Projeto Local","[""Música""]","Formação em Artes","Formação e Pesquisa - Música","Formação e Pesquisa - Música","A programação de cursos de música do Sesc Caborê para 2026 foca na iniciação musical e no bem-estar dos trabalhadores do comércio e seus familiares. Serão oferecidos cursos introdutórios sem necessidade de experiência prévia: Flauta Doce e Percussão Brasileira (timbal, pandeiro, tamborim, etc.). Haverá ainda o curso de Música e Construção de Instrumentos, abordando cultura popular e confecção de instrumentos. Mensalmente, oficinas de experimentação musical trarão artistas convidados para novas vivências musicais.","Oferecer formação musical continuada a públicos diversos, com foco no desenvolvimento técnico e expressivo de crianças, jovens e adultos, em diálogo com o território e priorizando o acesso de trabalhadores do comércio e seus dependentes.","Realizar cursos regulares com pelo menos 60% das vagas ocupadas por comerciários e seus dependentes. Incluir turmas de musicalização infantil, coral e instrumentos variados. Promover ao menos 2 apresentações públicas dos alunos por ano.","Foco na clientela preferencial.","[""Caborê""]","[""Maio"",""Junho"",""Agosto"",""Setembro"",""Outubro"",""Novembro"",""Março"",""Abril""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes"",""Clientes do Sesc"",""Público em Geral""]","[""Ações formativas""]","Flauta Doce e Percussão Brasileira
15 pessoas por turma | maio a dezembro (2h por aula, 2x por semana)
Atendimento por mês: 240

Construção de instrumentos
15 pessoas por turma | Julho a dezembro (2h por aula, 2x por semana)
Atendimento por mês: 240

Oficinas de experimentação
15 pessoas por oficina | 1x por mês a partir de maio | 3h por oficina
Atendimento por mês: 45","R$ 173.500,00","[""MÚSICA - AÇÕES FORMATIVAS - PSC | Santa Rita"",""MÚSICA - AÇÕES FORMATIVAS - PSC | Cabore"",""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Música| Sesc Cabore"",""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Música| Sesc Santa Rita""]",,,
"Projeto Local","[""Arte-educação""]","Formação em Artes","Sesc Mediações","Sesc Mediações 2026 - Formação em Mediação Cultural e Produção de Materiais Educativos","O projeto oferece um ciclo formativo contínuo para qualificação de mediadores culturais do Polo Sociocultural Sesc Paraty. Com cursos e práticas, visa fortalecer a arte-educação e a mediação cultural no território. Aborda temas como acessibilidade e mediação para diferentes públicos. Destaque para o curso anual de Mediação Cultural das Artes, com 8 módulos híbridos. Também prevê a produção de materiais educativos, integrados ao Programa Cultura do Sesc e aos direitos culturais.","Desenvolver ações de arte-educação em diálogo com as demais áreas do Programa Cultura, promovendo a formação de mediadores e o uso de materiais educativos produzidos no âmbito do projeto, com foco na ampliação do acesso, na formação de público e no fortalecimento da Rede Sesc de Arte Educação.

","Executar ciclos de mediação em pelo menos 6 projetos desenvolvidos pelo PSC. Formar 10 mediadores culturais locais e produzir materiais educativos (físicos e digitais) com distribuição a um público mínimo de 800 pessoas.","Ampliar a participação dos trabalhadores do comercio de bens, serviços e turismo e seus dependentes; 
Inovação e transformação Digital;
Fortalecer o reconhecimento do Sesc; 
Atuação em rede; 
Foco na Clientela Preferencial;
Qualificar e Fortalecer as Ações de Afirmação Institucional e Comunicação;","[""Santa Rita"",""Caborê""]","[""Maio"",""Junho"",""Julho"",""Agosto"",""Setembro"",""Outubro"",""Novembro""]","[""Funcionários"",""Poder público""]","[""Ações formativas""]","100 atendimentos","R$ 138.000,00","[""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Arte Educação| Sesc Cabore"",""COMUNICAÇÃO - PSC | Arte Educação| Sesc Cabore"",""ARTE EDUCAÇÃO - AÇÕES MEDIADAS - PSC | Cabore"",""ARTE EDUCAÇÃO - AÇÕES FORMATIVAS - PSC | Cabore"",""ARTE EDUCAÇÃO - APRESENTAÇÕES - PSC | Cabore""]",,,
"Projeto Local","[""Artes Visuais""]","Formação em Artes","Formação e Pesquisa - Artes Visuais","Curso Livre de Bordado","Espaço de encontro para a técnica do bordado, valorizando histórias individuais e coletivas, e aproximando os participantes da cultura e memória de Paraty. O curso propõe o bordar como ato de memória e criação poética, explorando referências da cidade, seu patrimônio histórico, cultura caiçara, festas populares, natureza e saberes tradicionais.","Estimular a expressão artística e o desenvolvimento de habilidades técnicas por meio da prática do bordado, oferecendo espaço formativo acessível a comerciários, dependentes e demais interessados, com ênfase na experimentação e na fruição estética.","Oferecer turmas regulares de iniciação ao bordado, com 60% de clientela preferencial, e realizar mostra final para valorizar e compartilhar os trabalhos criados.","Acolhimento
Inovação
Foco na clientela preferencial","[""Caborê""]","[""Março"",""Abril"",""Maio"",""Junho"",""Agosto"",""Setembro"",""Outubro"",""Novembro"",""Dezembro""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes"",""Clientes do Sesc"",""Público em Geral""]","[""Ações formativas""]","15 alunos",,"[""ARTES VISUAIS - AÇÕES FORMATIVAS - PSC - CABORÊ"",""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Artes Visuais| Sesc Cabore"",""COMUNICAÇÃO - PSC | Artes Visuais| Sesc Cabore""]","04/03/2026","Sim","19/02/2026"
"Projeto Local","[""Arte-educação"",""GEA""]","Incubadora de Tecnologias Sociais","TSG (Juventudes)","Na Real 2026","O projeto Na Real 2026, será desenvolvido pelo Polo Sociocultural (PSC) e Trabalho Social com Grupos (TSG), visa fomentar ações criadas por e para jovens, por meio de um percurso formativo que combina oficinas e conteúdos teórico com vivências práticas no território. 
As temáticas principais a serem desenvolvidas são: empreendedorismo social e economia da cultura. A proposta surge a partir da escuta ativa de jovens e lideranças locais, que apontaram a ausência de formações conectadas as realidades e aos potenciais de seus territórios.  
Alinhado às diretrizes institucionais do Sesc, que reconhecem o segmento juventude como público das ações do TSG, o projeto Na Real será direcionado especialmente a jovens comerciários ou dependentes dos trabalhadores do comércio de bens, serviços e turismo, sem desconsiderar a possibilidade de inclusão de outros jovens do território, fortalecendo a diversidade e a equidade no acesso às ações. ","Promover percursos formativos voltados às juventudes de Paraty, articulando saberes territoriais, cultura digital, empreendedorismo e inovação social, com foco no fortalecimento da autonomia, do protagonismo juvenil e da inclusão da clientela preferencial.","Realizar 5 oficinas formativas com turmas de 25 jovens trabalhadores do comércio. Desenvolver 5 protótipos de tecnologias sociais e apresentar os resultados no Fórum Regional de Juventudes.","Ampliar a participação dos trabalhadores do comercio de bens, serviços e turismo e seus dependentes; 
Fortalecer o reconhecimento do Sesc; 
Atuação em rede; 
Foco na Clientela Preferencial;
Qualificar e Fortalecer as Ações de Afirmação Institucional e Comunicação;","[""Caborê""]","[""Julho"",""Agosto"",""Setembro"",""Outubro""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes""]","[""Ações formativas""]","  20 a 25 atendimentos","R$ 230.000,00","[""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Arte Educação| Sesc Cabore"",""COMUNICAÇÃO - PSC | Arte Educação| Sesc Cabore"",""ARTE EDUCAÇÃO - AÇÕES FORMATIVAS - PSC | Cabore"",""ARTE EDUCAÇÃO - AÇÕES MEDIADAS - PSC | Cabore""]",,,
"Rotina Administrativa","[""Núcleo de Manutenção""]","Operações e Processos","Manutenções PSC","Rotina administrativa.","Custeio da Manutenção do Polo Sociocultural Sesc Paraty, atendendo as três Unidades, incluindo a abertura do Sesc Caborê. Unidades atendidas: Sesc Administração, base administrativa - R. Marechal Santos Dias, 43 - Centro Histórico, Sesc Santa Rita - R. Dona Geralda, 320 - Centro Histórico e Sesc Caborê - Av. Otávio Gama, 1709 - Caborê.","Assegurar as condições físicas, operacionais e técnicas necessárias ao funcionamento pleno do Polo Sociocultural Sesc Paraty, garantindo qualidade, segurança e continuidade na oferta de atividades culturais e educativas à clientela preferencial.","Executar plano de manutenção preventiva e corretiva das unidades Santa Rita e Caborê. Monitorar e registrar as ações em relatório trimestral. Reduzir o tempo médio de resposta a demandas estruturais em pelo menos 20% em relação ao ano anterior.","Infraestrutura e operações.","[""Santa Rita"",""Caborê"",""Administrativo""]","[""Janeiro"",""Fevereiro"",""Março"",""Abril"",""Maio"",""Junho"",""Julho"",""Agosto"",""Setembro"",""Outubro"",""Novembro"",""Dezembro""]",,,,"R$ 10.426.664,20",,,,
"Rotina Administrativa","[""Gerência""]","Operações e Processos","Custeio da Gerência ","Rotina administrativa.","Custeio da Gerência do Polo Sociocultural Sesc Paraty, atendendo as três Unidades: Sesc Administração, base administrativa - R. Marechal Santos Dias, 43 - Centro Histórico, Sesc Santa Rita - R. Dona Geralda, 320 - Centro Histórico e Sesc Caborê - Av. Otávio Gama, 1709 - Caborê.","Viabilizar o funcionamento institucional da gerência do PSC, garantindo as condições logísticas, operacionais e de pessoal necessárias à execução e ao acompanhamento das ações previstas no plano anual do Polo.","Assegurar a execução de 100% dos contratos e demandas administrativas sob responsabilidade da gerência. Realizar reuniões de planejamento com periodicidade mensal. Monitorar o cumprimento dos cronogramas estratégicos e dos compromissos institucionais.","Infraestrutura e operações.","[""Santa Rita"",""Caborê"",""Administrativo""]","[""Janeiro"",""Fevereiro"",""Março"",""Abril"",""Maio"",""Junho"",""Julho"",""Agosto"",""Setembro"",""Outubro"",""Novembro"",""Dezembro""]",,,,"R$ 285.000,00",,,,
"Projeto Local","[""Memória e Patrimônio Social""]","Salvaguarda do Patrimônio Cultural","Ações Formativas e Pesquisa","Levantes Daqui - Etnobotânicas","Mapeamento participativo, registro e ativação dos conhecimentos etnobotânicos presentes entre povos indígenas, quilombolas, caiçaras e demais comunidades tradicionais de Paraty. Valoriza usos de plantas para cura, alimentação, rituais e bem-estar comunitário, conectando esses saberes ao turismo social, à educação e à preservação da biodiversidade regional.","Mapear, documentar e valorizar os saberes etnobotânicos do território de Paraty, promovendo sua preservação e acesso pela clientela preferencial, por meio de vivências culturais, registros digitais e ações de formação voltadas ao turismo social sustentável e à educação patrimonial.","Realizar 350 atendimentos presenciais com comerciários e dependentes, 6 vivências culturais, produzir kit técnico e 10 vídeos, integrando registros ao banco digital Fazeres Daqui para público ampliado.","Foco na Clientela Preferencial (comerciários e dependentes).
Inovação e Transformação Digital (integração dos registros à base digital do Sesc / Fazeres Daqui).
Qualificar e Fortalecer as Ações de Afirmação Institucional e Comunicação (visibilidade, materiais educativos, conteúdos audiovisuais).
Atuação em Rede (Sesc +comerciários + comunidades + parceiros de pesquisa + setor de turismo social).","[""Santa Rita""]","[""Fevereiro"",""Novembro"",""Março"",""Abril"",""Maio"",""Junho"",""Julho"",""Agosto"",""Setembro"",""Outubro""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes; Público em Geral; Clientes do Sesc; Comunidade acadêmica; Sociedade""]","[""Educação patrimonial"",""Ações mediadas""]","350","R$ 151.220,00","[""MEMÓRIA SOCIAL E PATRIMÔNIO CULTURAL - EDUCAÇÃO PATRIMONIAL - PSC | SANTA RITA"",""COMUNICAÇÃO - PSC | Patrimônio| Sesc Santa Rita"",""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Patrimônio| Sesc Santa Rita""]",,,
"Projeto Local","[""Literatura""]","Salvaguarda do Patrimônio Cultural","Territórios do Pensar - Literatura","Territórios do Pensar","O projeto Territórios do Pensar tem como objetivo fortalecer o diálogo com as comunidades, entendendo o Sesc como parte ativa da realidade social e cultural do Brasil. Para isso, promove debates, oficinas, atividades artísticas e ações voltadas à valorização da memória local.

A proposta é ampliar os temas trabalhados sempre de forma coletiva, partindo da ideia de que, ao conhecer melhor a própria cultura e o lugar onde se vive, é possível também compreender melhor o mundo — sem precisar abrir mão das raízes e da identidade do território.","Fortalecer o diálogo entre literatura, filosofia e território por meio de ciclos de leitura, encontros com autores e atividades formativas, com foco em estudantes da rede pública e dependentes da clientela preferencial, estimulando o pensamento crítico e a escuta ativa.
","Realizar 4 ciclos formativos em escolas públicas, com no mínimo 100 alunos. Viabilizar participação de autores convidados, presenciais ou online. Produzir material pedagógico e relatos das experiências para uso institucional.","Foco na Clientela Preferencial 
Qualificar e Fortalecer as Ações de Afirmação Institucional","[""Santa Rita"",""Caborê""]","[""Março"",""Abril"",""Maio"",""Junho"",""Julho"",""Agosto"",""Setembro"",""Outubro"",""Novembro""]","[""Trabalhador do Comércio de Bens, Serviços e Turismo e seus dependentes"",""Público em Geral""]","[""Ações formativas""]","200 atendimentos, em média, por mês. ","R$ 386.660,00","[""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Literatura| Sesc Santa Rita"",""APOIO PROGR. FINALÍSTICA - CULTURA - PSC | Literatura| Sesc Cabore"",""COMUNICAÇÃO - PSC | Literatura| Sesc Cabore"",""COMUNICAÇÃO - PSC | Literatura| Sesc Santa Rita"",""APRESENTAÇÕES - PSC - SANTA RITA"",""APRESENTAÇÕES - PSC - CABORÊ"",""AÇÕES FORMATIVAS - PSC - CABORÊ"",""AÇÕES FORMATIVAS - PSC - SANTA RITA"",""AÇÕES MEDIADAS - PSC - SANTA RITA"",""AÇÕES MEDIADAS - PSC - CABORÊ""]",,,
